CustomerID,TotalSales,InvoiceNo,MediaTicket
12450.0,131.88,2,65.94
12451.0,7318.32,5,1463.664
12452.0,348.57,2,174.285
12453.0,707.09,1,707.09
12455.0,1786.38,6,297.73
12456.0,2243.69,4,560.9225
12457.0,1247.1299999999999,5,249.426
12458.0,728.0,2,364.0
12461.0,626.88,1,626.88
12462.0,872.01,4,218.0025
12463.0,1303.63,7,186.23285714285717
12464.0,509.2,8,63.65
12465.0,733.89,3,244.63
12468.0,653.24,3,217.74666666666667
12471.0,8567.07,47,182.27808510638297
12472.0,5305.66,13,408.1276923076923
12473.0,2626.19,6,437.6983333333333
12474.0,6696.37,29,230.9093103448276
12475.0,723.38,1,723.38
12476.0,4100.58,19,215.82
12477.0,5332.36,9,592.4844444444444
12478.0,545.99,1,545.99
12479.0,477.3,3,159.1
12480.0,2622.83,4,655.7075
12481.0,3889.36,11,353.5781818181818
12483.0,1483.81,11,134.89181818181817
12484.0,3892.87,6,648.8116666666666
12488.0,1069.76,3,356.58666666666664
12489.0,334.93,1,334.93
12490.0,4762.61,10,476.26099999999997
12491.0,460.40000000000003,1,460.40000000000003
12492.0,263.21000000000004,2,131.60500000000002
12493.0,416.79,3,138.93
12494.0,1179.15,13,90.70384615384616
12497.0,345.9,1,345.9
12498.0,403.70000000000005,3,134.5666666666667
12500.0,634.29,13,48.79153846153846
12501.0,1945.68,2,972.84
12502.0,2434.42,5,486.884
12504.0,114.0,3,38.0
12505.0,-4.5,1,-4.5
12506.0,73.5,1,73.5
12507.0,344.41,3,114.80333333333334
12508.0,397.88,2,198.94
12509.0,176.5,1,176.5
12510.0,499.45,2,249.725
12512.0,132.18,2,66.09
12513.0,586.79,2,293.395
12514.0,957.98,1,957.98
12515.0,278.7,1,278.7
12516.0,512.38,2,256.19
12517.0,2353.65,6,392.27500000000003
12518.0,2056.89,5,411.378
12519.0,330.84,1,330.84
12520.0,2354.81,6,392.4683333333333
12521.0,599.68,1,599.68
12522.0,192.72,2,96.36
12523.0,1745.57,13,134.27461538461537
12524.0,2521.5,8,315.1875
12526.0,1244.66,3,414.8866666666667
12527.0,348.71000000000004,3,116.23666666666668
12528.0,1862.88,8,232.86
12530.0,1359.03,5,271.806
12531.0,125.22,1,125.22
12532.0,349.83000000000004,1,349.83000000000004
12534.0,981.18,1,981.18
12535.0,716.35,2,358.175
12536.0,4087.22,2,2043.61
12538.0,363.95,1,363.95
12539.0,4690.85,4,1172.7125
12540.0,8893.4,18,494.0777777777778
12541.0,897.18,3,299.06
12544.0,355.7,2,177.85
12545.0,832.39,2,416.195
12546.0,1057.5,3,352.5
12547.0,207.79999999999998,2,103.89999999999999
12548.0,95.19999999999999,1,95.19999999999999
12550.0,824.83,1,824.83
12551.0,168.0,1,168.0
12552.0,317.82,1,317.82
12553.0,3458.33,14,247.02357142857142
12556.0,599.56,2,299.78
12557.0,243.84,1,243.84
12558.0,49.92,2,24.96
12559.0,354.40999999999997,2,177.20499999999998
12560.0,1800.39,3,600.13
12561.0,238.85,1,238.85
12562.0,3127.88,7,446.84000000000003
12564.0,456.9,1,456.9
12565.0,131.17,2,65.585
12566.0,346.7,2,173.35
12567.0,7768.94,11,706.2672727272727
12569.0,3521.19,35,100.60542857142858
12571.0,519.61,2,259.805
12572.0,1004.72,3,334.9066666666667
12573.0,160.54000000000002,1,160.54000000000002
12574.0,218.45,1,218.45
12576.0,1306.98,6,217.83
12577.0,626.6,3,208.86666666666667
12578.0,2218.16,4,554.54
12579.0,410.72,3,136.90666666666667
12580.0,415.7,1,415.7
12581.0,197.71,1,197.71
12582.0,391.36,2,195.68
12583.0,5135.72,17,302.10117647058826
12584.0,1530.6000000000001,17,90.03529411764707
12585.0,1468.77,4,367.1925
12586.0,179.94000000000003,2,89.97000000000001
12587.0,144.0,1,144.0
12588.0,214.89999999999998,1,214.89999999999998
12589.0,646.68,2,323.34
12590.0,264.32,2,132.16
12591.0,368.85,1,368.85
12592.0,437.6,2,218.8
12593.0,418.09999999999997,3,139.36666666666665
12594.0,2828.4,10,282.84000000000003
12596.0,440.03,2,220.015
12597.0,3095.13,5,619.0260000000001
12598.0,2648.58,9,294.28666666666663
12599.0,972.58,7,138.94
12600.0,1004.69,11,91.33545454545455
12601.0,493.96,6,82.32666666666667
12602.0,153.12,1,153.12
12604.0,254.18,2,127.09
12605.0,-7.5,1,-7.5
12607.0,39.599999999999994,2,19.799999999999997
12609.0,1036.85,3,345.6166666666666
12610.0,1785.99,6,297.665
12611.0,1049.32,1,1049.32
12612.0,504.59000000000003,2,252.29500000000002
12613.0,2930.98,6,488.49666666666667
12614.0,315.6,1,315.6
12615.0,2119.35,4,529.8375
12616.0,530.05,5,106.00999999999999
12617.0,352.98,1,352.98
12618.0,177.31,1,177.31
12619.0,1440.73,11,130.97545454545454
12620.0,1339.41,3,446.47
12621.0,8492.77,22,386.035
12622.0,180.1,1,180.1
12623.0,305.1,1,305.1
12624.0,641.13,2,320.565
12625.0,1473.72,3,491.24
12626.0,5036.15,13,387.3961538461538
12627.0,4226.53,6,704.4216666666666
12628.0,769.61,4,192.4025
12630.0,1030.88,2,515.44
12631.0,480.5,1,480.5
12633.0,1516.43,5,303.286
12635.0,1563.18,2,781.59
12637.0,5541.94,9,615.771111111111
12638.0,511.69,1,511.69
12639.0,366.1,1,366.1
12640.0,952.82,3,317.6066666666667
12641.0,185.9,1,185.9
12642.0,780.94,3,260.31333333333333
12643.0,379.2,5,75.84
12644.0,477.91,1,477.91
12645.0,1376.18,5,275.236
12646.0,944.25,2,472.125
12647.0,2191.62,13,168.58615384615385
12648.0,318.05,1,318.05
12649.0,532.91,4,133.2275
12650.0,147.64000000000001,1,147.64000000000001
12651.0,114.0,1,114.0
12652.0,788.53,2,394.265
12653.0,718.37,2,359.185
12654.0,601.98,5,120.396
12656.0,2461.77,7,351.68142857142857
12657.0,819.84,5,163.96800000000002
12658.0,686.05,1,686.05
12659.0,91.68,1,91.68
12660.0,245.1,1,245.1
12662.0,3817.08,12,318.09
12664.0,340.0,9,37.77777777777778
12665.0,61.75,2,30.875
12667.0,460.13,1,460.13
12668.0,2712.86,6,452.1433333333334
12669.0,1427.73,2,713.865
12670.0,2091.31,6,348.5516666666667
12672.0,225.89999999999998,1,225.89999999999998
12673.0,610.52,2,305.26
12674.0,1442.56,7,206.07999999999998
12676.0,1042.49,6,173.74833333333333
12678.0,2084.22,9,231.57999999999998
12679.0,757.71,9,84.19
12680.0,862.81,4,215.7025
12681.0,11392.07,26,438.15653846153845
12682.0,9756.64,31,314.7303225806451
12683.0,5545.76,18,308.09777777777776
12684.0,1989.6299999999999,7,284.23285714285714
12685.0,2643.08,6,440.5133333333333
12686.0,89.14,1,89.14
12688.0,3020.65,1,3020.65
12689.0,1175.61,2,587.805
12690.0,389.01,1,389.01
12691.0,542.6,6,90.43333333333334
12693.0,739.16,6,123.19333333333333
12694.0,869.67,2,434.835
12695.0,511.3,4,127.825
12697.0,704.77,5,140.954
12700.0,4380.07,4,1095.0175
12701.0,797.71,2,398.855
12702.0,219.0,1,219.0
12703.0,274.7,2,137.35
12704.0,1536.44,8,192.055
12705.0,5785.6,13,445.04615384615386
12707.0,535.42,1,535.42
12708.0,2616.32,16,163.52
12709.0,3697.98,26,142.23
12710.0,1058.57,4,264.6425
12712.0,2743.9300000000003,17,161.40764705882356
12713.0,776.85,1,776.85
12714.0,4139.56,5,827.912
12715.0,263.36,1,263.36
12716.0,1053.49,2,526.745
12717.0,830.98,2,415.49
12718.0,238.25,1,238.25
12719.0,608.1,3,202.70000000000002
12720.0,5443.28,29,187.69931034482758
12721.0,2556.98,7,365.28285714285715
12722.0,763.33,6,127.22166666666668
12723.0,663.87,5,132.774
12724.0,1031.41,4,257.8525
12725.0,427.8,1,427.8
12726.0,2609.1,7,372.7285714285714
12727.0,2605.14,9,289.46
12728.0,836.33,4,209.0825
12729.0,453.01,1,453.01
12731.0,5053.79,12,421.14916666666664
12732.0,236.26000000000002,1,236.26000000000002
12733.0,307.45,1,307.45
12734.0,110.39999999999999,1,110.39999999999999
12735.0,779.5699999999999,2,389.78499999999997
12736.0,144.0,1,144.0
12738.0,155.35,1,155.35
12739.0,531.54,2,265.77
12740.0,427.6,1,427.6
12743.0,540.13,2,270.065
12744.0,4257.78,4,1064.445
12750.0,275.88,1,275.88
12752.0,632.42,1,632.42
12753.0,1316.23,11,119.65727272727273
12754.0,45.57,3,15.19
12755.0,-3.552713678800501e-15,2,-1.7763568394002505e-15
12756.0,50.879999999999995,1,50.879999999999995
12757.0,3660.3,10,366.03000000000003
12758.0,2352.39,2,1176.195
12759.0,1531.44,3,510.48
12762.0,1098.52,2,549.26
12763.0,260.08,1,260.08
12764.0,935.73,1,935.73
12766.0,6016.33,7,859.4757142857143
12769.0,553.14,1,553.14
12772.0,752.47,1,752.47
12775.0,1326.64,5,265.32800000000003
12778.0,804.23,7,114.89
12779.0,3111.7799999999997,12,259.315
12781.0,647.24,5,129.448
12782.0,1950.92,6,325.15333333333336
12783.0,1379.8700000000001,4,344.96750000000003
12784.0,532.8199999999999,2,266.40999999999997
12785.0,305.71,2,152.855
12787.0,401.26,3,133.75333333333333
12789.0,91.85,1,91.85
12790.0,324.92,1,324.92
12791.0,15.0,1,15.0
12792.0,400.53999999999996,1,400.53999999999996
12793.0,479.48,2,239.74
12794.0,801.01,2,400.505
12795.0,318.48,1,318.48
12797.0,194.18,3,64.72666666666667
12802.0,412.58,2,206.29
12808.0,483.65000000000003,3,161.21666666666667
12809.0,400.36,2,200.18
12811.0,514.85,3,171.61666666666667
12812.0,229.64000000000001,1,229.64000000000001
12814.0,40.0,1,40.0
12815.0,863.46,2,431.73
12816.0,492.20000000000005,2,246.10000000000002
12817.0,106.63999999999999,1,106.63999999999999
12818.0,141.4,2,70.7
12865.0,1548.07,3,516.0233333333333
12866.0,499.12,1,499.12
12876.0,1696.6200000000001,2,848.3100000000001
13492.0,1071.24,3,357.08
13493.0,80.35,1,80.35
13501.0,785.87,2,392.935
13505.0,3433.63,8,429.20375
13520.0,1637.65,7,233.95000000000002
13809.0,155.05,1,155.05
13810.0,726.41,2,363.205
13811.0,377.25,2,188.625
13812.0,539.0,3,179.66666666666666
13813.0,1353.41,5,270.682
13814.0,1142.12,3,380.70666666666665
13815.0,3266.63,5,653.326
13816.0,555.04,4,138.76
13817.0,382.98,2,191.49
13919.0,350.15999999999997,3,116.71999999999998
14016.0,2764.58,5,552.9159999999999
14156.0,16786.42,51,329.1454901960784
14265.0,530.18,2,265.09
14277.0,3627.14,3,1209.0466666666666
14335.0,454.86,2,227.43
14439.0,128.5,1,128.5
14442.0,1408.42,5,281.684
14646.0,12944.6,52,248.9346153846154
14911.0,98544.71,239,412.32096234309626
14912.0,565.52,3,188.50666666666666
14930.0,2362.96,3,787.6533333333333
14931.0,865.6800000000001,4,216.42000000000002
14932.0,363.53,1,363.53
14934.0,1670.44,3,556.8133333333334
14936.0,7089.32,9,787.7022222222222
14937.0,933.67,3,311.2233333333333
15108.0,1231.75,5,246.35
15332.0,618.3,3,206.1
15388.0,140.54,1,140.54
15480.0,736.65,1,736.65
16320.0,1038.46,2,519.23
16321.0,358.8,6,59.800000000000004
17097.0,937.92,9,104.21333333333332
17404.0,591.54,8,73.9425
17444.0,2246.12,2,1123.06
17508.0,387.31,1,387.31
17828.0,1049.72,8,131.215
17829.0,701.44,1,701.44
17844.0,51.559999999999995,1,51.559999999999995
