CustomerID,TotalSales,InvoiceNo,MediaTicket
12976.0,303.6,1,303.6
12977.0,39.239999999999995,1,39.239999999999995
12980.0,-3.39,1,-3.39
12981.0,372.21999999999997,2,186.10999999999999
12982.0,377.2,2,188.6
12984.0,97.5,1,97.5
12985.0,1215.6200000000001,3,405.2066666666667
12987.0,545.0,3,181.66666666666666
12988.0,505.82,1,505.82
12989.0,212.23,8,26.52875
12990.0,409.5,3,136.5
12991.0,503.76,2,251.88
12993.0,414.76,4,103.69
12994.0,902.22,5,180.44400000000002
12995.0,65.72000000000001,2,32.86000000000001
12997.0,958.26,7,136.8942857142857
12999.0,379.38,2,189.69
13000.0,458.53000000000003,2,229.26500000000001
13001.0,5435.61,15,362.37399999999997
13002.0,120.94999999999999,1,120.94999999999999
13003.0,89.05000000000001,2,44.525000000000006
13004.0,5613.43,22,255.1559090909091
13005.0,393.95,3,131.31666666666666
13006.0,81.57,1,81.57
13008.0,229.46999999999997,1,229.46999999999997
13011.0,50.550000000000004,1,50.550000000000004
13012.0,1386.8200000000002,11,126.07454545454547
13013.0,4271.4400000000005,15,284.7626666666667
13014.0,2175.03,16,135.939375
13015.0,3044.64,5,608.928
13016.0,789.89,3,263.2966666666667
13018.0,7126.95,29,245.75689655172414
13021.0,2386.5,12,198.875
13023.0,689.9,2,344.95
13026.0,617.19,7,88.17
13028.0,659.68,3,219.89333333333332
13029.0,116.5,2,58.25
13030.0,752.4399999999999,2,376.21999999999997
13032.0,996.52,3,332.17333333333335
13033.0,190.55,1,190.55
13034.0,642.77,2,321.385
13035.0,539.03,3,179.67666666666665
13037.0,881.07,3,293.69
13038.0,442.26,3,147.42
13040.0,676.99,2,338.495
13043.0,276.82,1,276.82
13044.0,560.47,1,560.47
13045.0,305.28000000000003,1,305.28000000000003
13046.0,544.3100000000001,2,272.15500000000003
13047.0,3011.1,18,167.28333333333333
13048.0,1789.41,5,357.882
13049.0,199.18,2,99.59
13050.0,5605.01,28,200.17892857142857
13052.0,280.3,1,280.3
13055.0,1201.96,4,300.49
13058.0,147.65,3,49.21666666666667
13059.0,94.15,1,94.15
13060.0,246.33,1,246.33
13061.0,248.61,1,248.61
13062.0,184.5,1,184.5
13064.0,1046.59,4,261.6475
13065.0,205.86,1,205.86
13066.0,470.8,2,235.4
13067.0,115.46000000000001,1,115.46000000000001
13069.0,3308.13,26,127.23576923076924
13070.0,228.8,1,228.8
13072.0,177.15,1,177.15
13075.0,529.41,1,529.41
13077.0,646.66,4,161.665
13078.0,5215.46,43,121.28976744186046
13079.0,124.9,5,24.98
13080.0,58.08,1,58.08
13081.0,18702.53,20,935.1265
13082.0,1094.64,10,109.46400000000001
13083.0,303.75,2,151.875
13085.0,253.18,3,84.39333333333333
13089.0,33447.93,101,331.16762376237625
13090.0,1921.6599999999999,16,120.10374999999999
13091.0,319.82,2,159.91
13092.0,459.83,6,76.63833333333334
13093.0,2014.87,13,154.98999999999998
13094.0,93.48,5,18.696
13095.0,74.39999999999999,1,74.39999999999999
13097.0,5348.52,14,382.0371428571429
13098.0,8318.9,39,213.3051282051282
13101.0,101.19,1,101.19
13102.0,5792.8099999999995,27,214.5485185185185
13103.0,243.94,1,243.94
13104.0,310.91999999999996,4,77.72999999999999
13106.0,-17.0,1,-17.0
13107.0,1081.45,5,216.29000000000002
13108.0,248.06,1,248.06
13109.0,766.84,5,153.368
13110.0,1488.67,7,212.66714285714286
13113.0,1176.07,37,31.785675675675673
13115.0,2146.13,14,153.29500000000002
13116.0,485.19,2,242.595
13117.0,984.91,8,123.11375
13118.0,933.4200000000001,6,155.57000000000002
13120.0,30.599999999999998,1,30.599999999999998
13121.0,254.73,2,127.365
13122.0,922.39,2,461.195
13124.0,3253.58,3,1084.5266666666666
13126.0,2056.29,10,205.629
13127.0,259.17,1,259.17
13130.0,64.0,1,64.0
13131.0,656.0,4,164.0
13132.0,77.3,1,77.3
13133.0,109.8,2,54.9
13134.0,1679.43,7,239.91857142857143
13136.0,2545.38,11,231.39818181818183
13137.0,3603.29,8,450.41125
13138.0,962.39,6,160.39833333333334
13139.0,3500.31,8,437.53875
13140.0,422.47,3,140.82333333333335
13141.0,2243.0,6,373.8333333333333
13142.0,307.09,1,307.09
13144.0,47.2,1,47.2
13145.0,82.17,2,41.085
13146.0,228.91,1,228.91
13148.0,3242.52,17,190.7364705882353
13149.0,1460.36,4,365.09
13151.0,1250.3700000000001,2,625.1850000000001
13153.0,227.82000000000002,1,227.82000000000002
13155.0,971.76,4,242.94
13157.0,1661.57,5,332.31399999999996
13158.0,1201.06,4,300.265
13159.0,1354.65,4,338.6625
13160.0,91.8,1,91.8
13161.0,112.75,1,112.75
13162.0,1507.29,5,301.45799999999997
13165.0,698.6800000000001,2,349.34000000000003
13166.0,414.7,2,207.35
13167.0,791.33,4,197.8325
13168.0,1231.54,5,246.308
13169.0,264.08,2,132.04
13170.0,108.81,1,108.81
13171.0,343.61,5,68.72200000000001
13173.0,353.65,2,176.825
13174.0,2742.82,3,914.2733333333334
13176.0,481.49,1,481.49
13177.0,282.45,1,282.45
13178.0,5375.55,11,488.68636363636364
13182.0,121.18,1,121.18
13183.0,1215.18,9,135.02
13184.0,1556.45,12,129.70416666666668
13186.0,1539.69,5,307.938
13187.0,236.02,1,236.02
13188.0,15.0,1,15.0
13189.0,260.68,2,130.34
13192.0,911.94,2,455.97
13193.0,112.08,1,112.08
13194.0,60.7,1,60.7
13196.0,1797.78,4,449.445
13198.0,3384.09,8,423.01125
13199.0,1326.34,24,55.26416666666666
13200.0,726.57,4,181.6425
13203.0,869.46,4,217.365
13207.0,178.86,2,89.43
13208.0,1199.65,7,171.37857142857143
13209.0,5309.54,9,589.9488888888889
13210.0,353.48,1,353.48
13211.0,483.42,3,161.14000000000001
13212.0,779.33,4,194.8325
13213.0,1340.23,6,223.37166666666667
13216.0,10.5,1,10.5
13217.0,48.620000000000005,2,24.310000000000002
13218.0,62.63999999999999,1,62.63999999999999
13220.0,273.19,2,136.595
13221.0,788.01,2,394.005
13223.0,62.4,1,62.4
13224.0,1529.25,3,509.75
13225.0,112.32000000000001,1,112.32000000000001
13226.0,108.21000000000001,1,108.21000000000001
13227.0,129.0,1,129.0
13229.0,160.95,1,160.95
13230.0,2670.63,14,190.7592857142857
13232.0,1328.35,7,189.7642857142857
13233.0,605.12,2,302.56
13235.0,836.67,1,836.67
13236.0,727.27,3,242.42333333333332
13238.0,576.83,4,144.2075
13239.0,329.56,1,329.56
13240.0,663.65,4,165.9125
13242.0,270.40000000000003,3,90.13333333333334
13243.0,585.12,1,585.12
13244.0,121.74000000000001,1,121.74000000000001
13245.0,430.5,1,430.5
13246.0,1001.88,7,143.12571428571428
13247.0,501.12,4,125.28
13248.0,465.68,2,232.84
13249.0,127.73,1,127.73
13253.0,679.28,2,339.64
13255.0,300.66,3,100.22000000000001
13258.0,591.23,3,197.07666666666668
13259.0,283.18,1,283.18
13260.0,82.32000000000001,1,82.32000000000001
13262.0,200.29,1,200.29
13263.0,7253.33,35,207.238
13265.0,1501.8600000000001,5,300.372
13266.0,3229.99,18,179.44388888888886
13267.0,4240.64,26,163.10153846153847
13268.0,3007.7,15,200.51333333333332
13269.0,4498.17,17,264.59823529411767
13271.0,172.37,2,86.185
13272.0,276.56,2,138.28
13273.0,138.98,1,138.98
13276.0,590.9300000000001,2,295.46500000000003
13277.0,258.4,4,64.6
13278.0,542.73,1,542.73
13279.0,126.30000000000001,2,63.150000000000006
13280.0,798.46,3,266.15333333333336
13282.0,758.89,4,189.7225
13283.0,93.66,2,46.83
13284.0,196.15,2,98.075
13285.0,2709.12,4,677.28
13291.0,361.11,1,361.11
13292.0,578.9399999999999,2,289.46999999999997
13294.0,873.74,2,436.87
13295.0,197.95000000000002,2,98.97500000000001
13296.0,87.4,1,87.4
13297.0,1228.85,4,307.2125
13299.0,82.80000000000001,1,82.80000000000001
13300.0,365.29,2,182.645
13301.0,618.09,4,154.5225
13304.0,300.42,1,300.42
13305.0,1873.66,10,187.366
13307.0,15.0,1,15.0
13308.0,854.57,4,213.6425
13309.0,1456.79,5,291.358
13310.0,1083.63,6,180.60500000000002
13311.0,388.81,2,194.405
13313.0,1495.92,5,299.184
13314.0,593.51,4,148.3775
13316.0,317.53,3,105.84333333333332
13317.0,2140.07,9,237.78555555555556
13318.0,377.84,3,125.94666666666666
13319.0,9230.2,36,256.39444444444445
13320.0,1475.2,6,245.86666666666667
13321.0,175.64,1,175.64
13322.0,199.48000000000002,1,199.48000000000002
13323.0,494.75,5,98.95
13324.0,792.8,8,99.1
13325.0,89.3,1,89.3
13327.0,2077.79,9,230.86555555555555
13328.0,175.68,1,175.68
13329.0,312.36,3,104.12
13330.0,1061.73,3,353.91
13332.0,350.9,1,350.9
13334.0,3420.7200000000003,3,1140.24
13336.0,795.12,1,795.12
13338.0,301.02,3,100.33999999999999
13339.0,860.12,1,860.12
13340.0,1947.53,7,278.2185714285714
13341.0,688.25,1,688.25
13343.0,303.93,2,151.965
13344.0,2030.09,3,676.6966666666666
13345.0,377.6,2,188.8
13347.0,281.96,1,281.96
13348.0,233.76,1,233.76
13349.0,247.32,1,247.32
13350.0,777.07,3,259.02333333333337
13351.0,373.94,1,373.94
13352.0,389.28,2,194.64
13354.0,743.53,1,743.53
13355.0,572.7,1,572.7
13356.0,768.24,1,768.24
13357.0,609.4,1,609.4
13358.0,439.03,1,439.03
13359.0,431.26,2,215.63
13362.0,2966.69,5,593.338
13363.0,992.5,2,496.25
13364.0,0.0,2,0.0
13365.0,2114.72,3,704.9066666666666
13366.0,56.160000000000004,1,56.160000000000004
13368.0,623.4,2,311.7
13369.0,263.75,2,131.875
13370.0,721.32,2,360.66
13372.0,378.64,1,378.64
13373.0,2967.7,3,989.2333333333332
13375.0,670.9,2,335.45
13376.0,1019.76,3,339.92
13379.0,572.56,3,190.85333333333332
13381.0,3322.61,7,474.65857142857146
13382.0,222.99,1,222.99
13384.0,3146.76,9,349.64000000000004
13385.0,534.57,1,534.57
13388.0,677.1,2,338.55
13389.0,797.96,3,265.9866666666667
13390.0,185.88,1,185.88
13394.0,2045.2,10,204.52
13395.0,307.72,1,307.72
13396.0,928.03,4,232.0075
13397.0,744.89,5,148.978
13398.0,457.34,1,457.34
13402.0,621.23,2,310.615
13403.0,75.0,1,75.0
13404.0,188.74,2,94.37
13405.0,572.451,3,190.817
13408.0,8013.860000000001,64,125.21656250000001
13410.0,528.11,6,88.01833333333333
13411.0,213.55,1,213.55
13414.0,568.5,2,284.25
13416.0,429.3,2,214.65
13417.0,640.83,2,320.415
13418.0,4296.63,23,186.81
13419.0,221.06,1,221.06
13420.0,140.35,4,35.0875
13421.0,1668.41,3,556.1366666666667
13422.0,2457.19,2,1228.595
13425.0,1240.09,3,413.3633333333333
13426.0,1951.95,11,177.45000000000002
13427.0,503.4,3,167.79999999999998
13428.0,201.78,1,201.78
13429.0,1006.8,4,251.7
13430.0,648.6899999999999,4,162.17249999999999
13431.0,796.9,2,398.45
13434.0,179.04000000000002,2,89.52000000000001
13435.0,1484.21,9,164.91222222222223
13436.0,196.89,1,196.89
13437.0,3062.46,7,437.4942857142857
13439.0,283.71,1,283.71
13441.0,215.51999999999998,1,215.51999999999998
13447.0,1104.23,4,276.0575
13448.0,3044.59,10,304.459
13449.0,291.88,1,291.88
13450.0,1570.44,6,261.74
13451.0,2898.2599999999998,5,579.6519999999999
13453.0,356.97999999999996,2,178.48999999999998
13455.0,943.6,4,235.9
13456.0,1129.77,7,161.3957142857143
13458.0,7328.78,22,333.12636363636364
13460.0,183.44,2,91.72
13461.0,499.8,3,166.6
13462.0,143.25,2,71.625
13464.0,674.68,1,674.68
13466.0,297.95,2,148.975
13467.0,1071.91,2,535.955
13468.0,5125.75,41,125.01829268292683
13470.0,165.0,2,82.5
13471.0,2501.84,4,625.46
13473.0,417.54,3,139.18
13474.0,226.84,1,226.84
13475.0,1355.46,4,338.865
13476.0,967.77,3,322.59
13477.0,1365.03,8,170.62875
13479.0,291.0,3,97.0
13481.0,1776.81,8,222.10125
13482.0,184.64,1,184.64
13483.0,140.34,1,140.34
13484.0,111.3,1,111.3
13485.0,383.44,1,383.44
13486.0,1122.41,3,374.1366666666667
13487.0,575.4,3,191.79999999999998
13488.0,7688.35,17,452.25588235294117
13489.0,215.27999999999997,3,71.75999999999999
13491.0,1215.82,10,121.582
13494.0,316.26000000000005,1,316.26000000000005
13495.0,893.62,6,148.93666666666667
13496.0,582.53,2,291.265
13497.0,321.05,3,107.01666666666667
13499.0,983.76,7,140.53714285714287
13500.0,1136.77,4,284.1925
13502.0,232.6,3,77.53333333333333
13503.0,216.85,1,216.85
13504.0,295.93,1,295.93
13506.0,452.82,3,150.94
13507.0,2479.16,4,619.79
13508.0,110.97,1,110.97
13509.0,791.6800000000001,6,131.9466666666667
13510.0,1785.16,5,357.03200000000004
13512.0,251.21,1,251.21
13513.0,145.1,1,145.1
13514.0,152.20000000000002,1,152.20000000000002
13515.0,891.12,4,222.78
13516.0,635.41,3,211.8033333333333
13517.0,2109.07,5,421.814
13518.0,627.16,1,627.16
13519.0,110.80000000000001,2,55.400000000000006
13521.0,1071.73,3,357.24333333333334
13522.0,125.80000000000001,1,125.80000000000001
13523.0,2948.7400000000002,6,491.4566666666667
13524.0,680.1800000000001,5,136.036
13525.0,164.78,2,82.39
13527.0,2218.61,8,277.32625
13529.0,307.76,2,153.88
13531.0,483.8,2,241.9
13532.0,210.31,1,210.31
13533.0,269.09,3,89.69666666666666
13534.0,5613.08,43,130.53674418604652
13536.0,2717.29,7,388.1842857142857
13538.0,599.25,6,99.875
13539.0,605.84,4,151.46
13544.0,276.06,2,138.03
13546.0,621.09,3,207.03
13548.0,678.16,2,339.08
13549.0,916.12,8,114.515
13551.0,91.80000000000001,1,91.80000000000001
13552.0,2467.15,16,154.196875
13555.0,3033.98,4,758.495
13557.0,524.06,2,262.03
13558.0,594.52,4,148.63
13560.0,171.42000000000002,1,171.42000000000002
13561.0,60.26,1,60.26
13562.0,1799.33,3,599.7766666666666
13563.0,445.93,2,222.965
13564.0,1174.03,2,587.015
13565.0,240.22,2,120.11
13566.0,856.84,2,428.42
13568.0,187.05,1,187.05
13569.0,338.62,2,169.31
13570.0,239.49,1,239.49
13571.0,2088.94,12,174.07833333333335
13572.0,539.73,1,539.73
13573.0,290.25,2,145.125
13575.0,732.0699999999999,5,146.414
13576.0,1444.06,18,80.22555555555556
13577.0,1559.3,5,311.86
13579.0,467.04,2,233.52
13581.0,118.0,1,118.0
13583.0,781.03,1,781.03
13584.0,142.4,1,142.4
13587.0,68.4,2,34.2
13588.0,2445.12,13,188.08615384615385
13589.0,379.65,2,189.825
13590.0,1480.4,7,211.4857142857143
13591.0,1040.63,3,346.8766666666667
13592.0,247.95999999999998,4,61.989999999999995
13593.0,1952.38,5,390.476
13594.0,396.97,1,396.97
13596.0,664.11,2,332.055
13598.0,147.29,2,73.645
13599.0,3830.97,33,116.08999999999999
13600.0,219.52,1,219.52
13601.0,693.32,2,346.66
13602.0,428.89,1,428.89
13603.0,164.34,1,164.34
13606.0,276.75,3,92.25
13607.0,675.51,1,675.51
13610.0,1065.88,9,118.43111111111112
13611.0,1079.96,4,269.99
13614.0,1585.46,4,396.365
13615.0,399.99,2,199.995
13617.0,544.18,3,181.39333333333332
13618.0,177.34,1,177.34
13621.0,213.85,1,213.85
13623.0,521.0,7,74.42857142857143
13626.0,257.23,1,257.23
13627.0,1420.5,7,202.92857142857142
13629.0,336.36,1,336.36
13630.0,947.84,11,86.16727272727273
13631.0,92.5,2,46.25
13632.0,2054.2,6,342.3666666666666
13634.0,1547.3600000000001,5,309.47200000000004
13635.0,1071.03,1,1071.03
13636.0,941.62,6,156.93666666666667
13637.0,804.3,3,268.09999999999997
13638.0,122.64,1,122.64
13639.0,676.22,1,676.22
13642.0,312.28,1,312.28
13643.0,519.44,3,173.14666666666668
13644.0,2597.52,5,519.504
13645.0,102.69999999999999,1,102.69999999999999
13647.0,1432.72,5,286.544
13649.0,263.2,2,131.6
13650.0,1679.14,7,239.87714285714287
13651.0,94.2,2,47.1
13652.0,1095.08,3,365.02666666666664
13654.0,2707.33,6,451.22166666666664
13655.0,932.97,2,466.485
13656.0,379.65,2,189.825
13657.0,314.64,2,157.32
13658.0,2127.32,6,354.55333333333334
13659.0,1408.45,3,469.48333333333335
13662.0,862.58,7,123.22571428571429
13663.0,189.47,1,189.47
13666.0,84.65,3,28.21666666666667
13667.0,299.05,1,299.05
13668.0,4733.35,29,163.2189655172414
13669.0,218.55,2,109.275
13670.0,349.7,1,349.7
13672.0,0.0,5,0.0
13673.0,387.44,2,193.72
13675.0,486.82000000000005,2,243.41000000000003
13678.0,232.6,1,232.6
13680.0,1837.93,5,367.586
13681.0,827.83,4,206.9575
13682.0,59.5,1,59.5
13684.0,62.13,2,31.065
13685.0,20.92,4,5.23
13686.0,72.0,1,72.0
13689.0,15.0,1,15.0
13690.0,172.25,1,172.25
13692.0,686.15,5,137.23
13693.0,-32.0,2,-16.0
13694.0,5907.31,28,210.97535714285715
13695.0,1819.89,13,139.99153846153848
13697.0,151.29999999999998,1,151.29999999999998
13699.0,308.58000000000004,1,308.58000000000004
13700.0,1884.43,10,188.443
13704.0,2295.31,10,229.531
13705.0,487.46,3,162.48666666666665
13706.0,330.79,1,330.79
13707.0,746.41,2,373.205
13708.0,285.33,1,285.33
13709.0,5348.66,16,334.29125
13710.0,113.28,1,113.28
13711.0,252.06,2,126.03
13712.0,228.84,1,228.84
13715.0,1051.99,8,131.49875
13716.0,138.28,1,138.28
13717.0,1432.26,7,204.60857142857142
13718.0,194.95,2,97.475
13719.0,1041.68,5,208.336
13720.0,720.7,4,180.175
13721.0,524.14,1,524.14
13722.0,1675.88,4,418.97
13723.0,199.85000000000002,1,199.85000000000002
13725.0,1411.3600000000001,10,141.13600000000002
13726.0,522.66,2,261.33
13727.0,333.48,2,166.74
13728.0,1016.14,6,169.35666666666665
13730.0,752.6,2,376.3
13731.0,610.59,2,305.295
13732.0,491.86,1,491.86
13735.0,2563.93,8,320.49125
13736.0,721.9,3,240.63333333333333
13737.0,265.65,1,265.65
13739.0,41.7,1,41.7
13740.0,350.75,1,350.75
13741.0,666.33,4,166.5825
13742.0,3079.27,14,219.94785714285715
13743.0,1129.55,8,141.19375
13744.0,1080.52,2,540.26
13745.0,291.54,2,145.77
13748.0,438.25,4,109.5625
13750.0,306.62,3,102.20666666666666
13751.0,131.25,1,131.25
13752.0,1100.38,6,183.39666666666668
13753.0,606.26,1,606.26
13754.0,282.59999999999997,2,141.29999999999998
13755.0,2041.99,10,204.199
13756.0,3249.52,13,249.96307692307693
13758.0,2116.22,7,302.3171428571428
13759.0,402.49,1,402.49
13760.0,286.79,2,143.395
13761.0,1070.65,2,535.325
13762.0,0.0,2,0.0
13763.0,24.5,3,8.166666666666666
13764.0,1519.42,3,506.47333333333336
13767.0,7640.780000000001,52,146.93807692307695
13769.0,2204.9900000000002,16,137.81187500000001
13771.0,2228.02,5,445.604
13772.0,1048.38,3,349.46000000000004
13774.0,345.0,1,345.0
13777.0,2247.62,29,77.50413793103448
13778.0,178.7,1,178.7
13780.0,274.21,2,137.105
13781.0,127.84,1,127.84
13782.0,908.86,6,151.47666666666666
13784.0,479.90999999999997,5,95.982
13786.0,148.8,1,148.8
13787.0,309.04,2,154.52
13790.0,348.8,1,348.8
13791.0,-28.799999999999997,1,-28.799999999999997
13792.0,195.55,2,97.775
13798.0,776.91,24,32.371249999999996
13799.0,688.86,2,344.43
13800.0,558.32,1,558.32
13801.0,324.8,1,324.8
13802.0,705.87,4,176.4675
13803.0,277.07,1,277.07
13804.0,2459.63,7,351.3757142857143
13805.0,239.39999999999998,2,119.69999999999999
13806.0,190.98000000000002,1,190.98000000000002
13807.0,112.6,1,112.6
13808.0,1400.36,5,280.072
13819.0,1011.85,3,337.28333333333336
13821.0,385.64,2,192.82
13822.0,508.09999999999997,2,254.04999999999998
13823.0,642.3000000000001,2,321.15000000000003
13824.0,916.04,4,229.01
13826.0,174.65,2,87.325
13827.0,409.8,3,136.6
13828.0,209.49,1,209.49
13831.0,621.75,4,155.4375
13832.0,40.949999999999996,2,20.474999999999998
13833.0,383.85,1,383.85
13835.0,834.57,4,208.6425
13837.0,266.59000000000003,2,133.29500000000002
13838.0,674.82,4,168.705
13842.0,3385.62,9,376.18
13844.0,361.62,1,361.62
13845.0,210.98000000000002,1,210.98000000000002
13846.0,847.61,4,211.9025
13848.0,50.0,1,50.0
13849.0,1537.95,2,768.975
13850.0,1586.81,2,793.405
13851.0,1443.3,3,481.09999999999997
13853.0,479.5,2,239.75
13854.0,1236.1299999999999,26,47.543461538461536
13856.0,125.8,5,25.16
13858.0,216.17,1,216.17
13859.0,201.16,1,201.16
13860.0,1240.0,6,206.66666666666666
13862.0,2187.31,10,218.731
13863.0,299.56,2,149.78
13865.0,501.56,4,125.39
13866.0,145.67000000000002,1,145.67000000000002
13867.0,941.49,3,313.83
13868.0,507.54,1,507.54
13869.0,3083.65,4,770.9125
13870.0,1966.25,10,196.625
13871.0,6140.2,14,438.5857142857143
13873.0,381.7,4,95.425
13874.0,280.1,1,280.1
13875.0,1608.59,5,321.71799999999996
13876.0,122.7,1,122.7
13877.0,47.64,1,47.64
13878.0,764.17,1,764.17
13880.0,3160.37,13,243.1053846153846
13881.0,1624.7,14,116.05
13882.0,1131.28,5,226.256
13883.0,2538.75,9,282.0833333333333
13884.0,712.0,6,118.66666666666667
13885.0,506.8,2,253.4
13886.0,243.56,1,243.56
13887.0,349.55,1,349.55
13888.0,595.67,2,297.835
13889.0,416.90000000000003,1,416.90000000000003
13890.0,1860.8600000000001,14,132.91857142857143
13892.0,395.73,2,197.865
13893.0,413.1,1,413.1
13894.0,459.65000000000003,5,91.93
13895.0,2180.92,5,436.184
13897.0,311.16,1,311.16
13898.0,155.93,1,155.93
13899.0,388.52,2,194.26
13900.0,638.95,3,212.98333333333335
13901.0,2807.25,5,561.45
13904.0,332.64,2,166.32
13908.0,2079.49,5,415.89799999999997
13911.0,2341.87,9,260.2077777777778
13914.0,554.55,3,184.85
13917.0,272.04,2,136.02
13918.0,585.0,2,292.5
13922.0,172.25,1,172.25
13923.0,351.13,1,351.13
13924.0,1682.08,11,152.91636363636363
13925.0,616.65,6,102.77499999999999
13926.0,223.85000000000002,1,223.85000000000002
13927.0,348.99,1,348.99
13928.0,464.57,4,116.1425
13929.0,143.25,2,71.625
13930.0,337.34,2,168.67
13931.0,975.9300000000001,3,325.31
13932.0,307.4,1,307.4
13933.0,541.2900000000001,2,270.64500000000004
13934.0,617.1,1,617.1
13936.0,361.28,2,180.64
13937.0,158.85,1,158.85
13938.0,71.66,1,71.66
13939.0,556.75,4,139.1875
13940.0,839.14,4,209.785
13941.0,391.32,5,78.264
13946.0,109.05,3,36.35
13947.0,90.6,1,90.6
13948.0,102.0,1,102.0
13949.0,2165.12,6,360.8533333333333
13950.0,646.96,5,129.392
13951.0,674.45,3,224.8166666666667
13952.0,3047.891,3,1015.9636666666667
13953.0,265.68,2,132.84
13954.0,378.59,3,126.19666666666666
13955.0,322.96,2,161.48
13956.0,1019.27,5,203.85399999999998
13958.0,-102.45,1,-102.45
13959.0,594.04,3,198.01333333333332
13960.0,159.42000000000002,2,79.71000000000001
13962.0,169.55,2,84.775
13963.0,604.54,4,151.135
13967.0,80.7,1,80.7
13969.0,6719.43,20,335.9715
13971.0,2702.2200000000003,11,245.65636363636366
13972.0,190.25,2,95.125
13973.0,196.7,1,196.7
13974.0,413.59000000000003,1,413.59000000000003
13975.0,2438.19,7,348.3128571428571
13976.0,157.52,1,157.52
13978.0,196.79000000000002,2,98.39500000000001
13979.0,869.87,1,869.87
13980.0,200.14,1,200.14
13982.0,1475.31,5,295.062
13983.0,1393.38,10,139.33800000000002
13984.0,239.63,4,59.9075
13985.0,7024.53,16,439.033125
13986.0,239.82,1,239.82
13988.0,3898.9,9,433.2111111111111
13989.0,569.56,2,284.78
